Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total sales,Performance
14144,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03,non-performing
14145,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0,0,0.03,0,0.03,non-performing
14146,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,0.03,non-performing
14147,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0,0,0.03,0,0.03,non-performing
14149,Wangan Midnight,PS3,2007,Racing,Genki,0,0,0.03,0,0.03,non-performing
14150,ESPN NBA 2Night 2002,PS2,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
14152,SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0,0,0,0.03,non-performing
14153,Kekkaishi: Kokubourou no Kage,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14154,Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
14155,Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14156,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0,0,0.03,0,0.03,non-performing
14157,"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,0.02,0.01,0,0,0.03,non-performing
14158,Clash of Elementalists,3DS,2013,Action,Unknown,0,0.03,0,0,0.03,non-performing
14159,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,D3Publisher,0,0,0.03,0,0.03,non-performing
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14162,Sabre Wulf,GBA,2007,Platform,THQ,0.02,0.01,0,0,0.03,non-performing
14163,Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,0,0,0.03,0,0.03,non-performing
14165,Gacharoku,PS2,2002,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03,non-performing
14167,Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0,0,0,0.03,non-performing
14168,MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,0.03,non-performing
14169,Zoo Vet: Endangered Animals,DS,2008,Simulation,505 Games,0.03,0,0,0,0.03,non-performing
14170,Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03,0,0,0,0.03,non-performing
14171,Driven,GBA,2001,Racing,BAM! Entertainment,0.02,0.01,0,0,0.03,non-performing
14173,Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,non-performing
14174,SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14175,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0,0,0.03,0,0.03,non-performing
14176,Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,0.03,0,0,0.03,non-performing
14177,Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0,0,0.03,0,0.03,non-performing
14178,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0,0,0.03,non-performing
14179,Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0,0,0,0.03,non-performing
14180,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14182,Women's Volleyball Championship,PS2,2007,Sports,Spike,0,0,0.03,0,0.03,non-performing
14183,Junior Island Adventure,DS,2011,Puzzle,Unknown,0.03,0,0,0,0.03,non-performing
14184,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14186,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14188,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0,0.03,non-performing
14189,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0,0,0.03,non-performing
14190,Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0,0,0.03,non-performing
14191,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14192,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03,non-performing
14193,Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14194,Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03,non-performing
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03,non-performing
14197,Backyard NFL Football 2006,GBA,2005,Sports,Atari,0.02,0.01,0,0,0.03,non-performing
14198,Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03,non-performing
14199,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0,0,0.03,0,0.03,non-performing
14201,Monster Guardians,GBA,2001,Role-Playing,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14203,An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03,non-performing
14204,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14205,Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03,non-performing
14206,Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0,0,0.03,0,0.03,non-performing
14209,Crazy Chicken: Star Karts,DS,2008,Racing,Phenomedia,0.03,0,0,0,0.03,non-performing
14210,Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14211,Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Arc System Works,0,0,0.03,0,0.03,non-performing
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,non-performing
14213,M&Ms Shell Shocked,PS,2001,Action,Berkeley,0.02,0.01,0,0,0.03,non-performing
14215,K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0,0,0.03,0,0.03,non-performing
14216,Metal Gear Solid: The Essential Collection (JP sales),PS2,2007,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14218,Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,0.03,0,0,0.03,non-performing
14219,3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,0.03,non-performing
14220,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0,0,0.03,0,0.03,non-performing
14221,First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0,0,0.03,0,0.03,non-performing
14223,Dream C Club Zero,X360,2011,Simulation,D3Publisher,0,0,0.03,0,0.03,non-performing
14224,Shining Stars,DS,2008,Action,"Destination Software, Inc",0.03,0,0,0,0.03,non-performing
14225,Tail Concerto,PS,1998,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.03,non-performing
14227,James Pond: Codename Robocod,GBA,2005,Platform,Play It,0.02,0.01,0,0,0.03,non-performing
14228,Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03,non-performing
14229,Night Head: The Labyrinth,PS,1995,Adventure,Fuji,0,0,0.03,0,0.03,non-performing
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14231,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03,non-performing
14232,Utawarerumono Portable,PSP,2009,Role-Playing,Aqua Plus,0,0,0.03,0,0.03,non-performing
14233,Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0,0,0.03,0,0.03,non-performing
14234,EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0,0,0.03,non-performing
14235,Emma at the Farm,DS,2008,Adventure,Aspyr,0.03,0,0,0,0.03,non-performing
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009,Adventure,Alchemist,0,0,0.03,0,0.03,non-performing
14239,Safari Adventures: Africa,Wii,2007,Adventure,Neko Entertainment,0.03,0,0,0,0.03,non-performing
14240,Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03,non-performing
14241,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03,non-performing
14242,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,Daito,0,0,0.03,0,0.03,non-performing
14244,Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03,non-performing
14245,Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03,non-performing
14246,Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03,non-performing
14247,Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03,non-performing
14248,PowerSlave,PS,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0,0,0.03,non-performing
14249,Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0,0,0,0.03,non-performing
14250,Project Gotham Racing 2 (JP weekly sales),XB,2003,Action,Microsoft Game Studios,0,0,0.03,0,0.03,non-performing
14251,Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14252,The Binding of Isaac,PC,2012,Action,Unknown,0,0.03,0,0,0.03,non-performing
14253,CT Special Forces,GBA,2002,Action,LSP Games,0.02,0.01,0,0,0.03,non-performing
14254,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,non-performing
14255,Jewel Master: Cradle of Rome,Wii,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03,non-performing
14257,Beastly,Wii,2011,Misc,Unknown,0.03,0,0,0,0.03,non-performing
14258,Crash Time: Autobahn Pusuit,X360,2008,Racing,RTL,0.03,0,0,0,0.03,non-performing
14259,Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.02,0.01,0,0,0.03,non-performing
14260,Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0,0,0,0.03,non-performing
14261,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14262,Toushin Toshi,3DS,2014,Role-Playing,imageepoch Inc.,0,0,0.03,0,0.03,non-performing
14263,Suujin Taisen,DS,2007,Strategy,Nintendo,0,0,0.03,0,0.03,non-performing
14265,Driv3r,GBA,2005,Racing,Atari,0.02,0.01,0,0,0.03,non-performing
14266,Street Supremacy,PSP,2005,Racing,Konami Digital Entertainment,0.03,0,0,0,0.03,non-performing
14269,House M.D.,DS,2010,Adventure,Mindscape,0.02,0.01,0,0,0.03,non-performing
14271,YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Misc,Level 5,0,0,0.03,0,0.03,non-performing
14272,River King: Mystic Valley (jp sales),DS,2007,Sports,Rising Star Games,0,0,0.03,0,0.03,non-performing
14273,Winning Post World,PS2,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14275,Best Friends Tonight,DS,2010,Misc,Ubisoft,0.03,0,0,0,0.03,non-performing
14276,Beyond the Labyrinth,3DS,2007,Role-Playing,Unknown,0,0,0.03,0,0.03,non-performing
14277,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0,0.03,0,0,0.03,non-performing
14278,Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14279,.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14280,Sea Park Tycoon,DS,2010,Simulation,Foreign Media Games,0.02,0.01,0,0,0.03,non-performing
14282,Cooking Mama 5: Bon Appetit!,3DS,2013,Simulation,Office Create,0,0,0.03,0,0.03,non-performing
14283,Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0,0,0.03,0,0.03,non-performing
14285,Nancy Drew: Alibi In Ashes,PC,2011,Adventure,Her Interactive,0.03,0,0,0,0.03,non-performing
14287,Ultimate Block Party,PSP,2004,Puzzle,505 Games,0.03,0,0,0,0.03,non-performing
14289,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14291,Raw Danger!,PS2,2006,Action,505 Games,0.02,0.01,0,0,0.03,non-performing
14292,Arthur and the Invisibles,DS,2007,Adventure,Atari,0.03,0,0,0,0.03,non-performing
14293,Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment,0.03,0,0,0,0.03,non-performing
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03,non-performing
14295,Monster Rancher Hop-A-Bout,PS,2000,Action,Tecmo Koei,0.02,0.01,0,0,0.03,non-performing
14296,Foto Showdown,DS,2010,Role-Playing,Unknown,0.03,0,0,0,0.03,non-performing
14297,Custom Beat Battle: Draglade 2,DS,2008,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14298,Gotouchi Kenkei DS,DS,2006,Misc,Spike,0,0,0.03,0,0.03,non-performing
14299,Bikkuriman Daijiten,DS,2007,Misc,N/A,0,0,0.03,0,0.03,non-performing
14300,Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14301,Elf Bowling 1 & 2,GBA,2005,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03,non-performing
14303,Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,non-performing
14305,GunGriffon: Allied Strike,XB,2004,Simulation,Microsoft Game Studios,0.02,0.01,0,0,0.03,non-performing
14306,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0,0,0,0.03,non-performing
14307,Vitamin X Evolution,DS,2008,Adventure,D3Publisher,0,0,0.03,0,0.03,non-performing
14308,Saru! Get You! SaruSaru Daisakusen,PSP,2007,Platform,Sony Computer Entertainment,0,0,0.03,0,0.03,non-performing
14309,Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.03,0,0,0,0.03,non-performing
14310,The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,Swing! Entertainment,0.02,0.01,0,0,0.03,non-performing
14311,Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0,0.02,0,0.01,0.03,non-performing
14312,Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0,0.03,0,0,0.03,non-performing
14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,0,0,0.03,0,0.03,non-performing
14314,Silverlicious,DS,2012,Action,N/A,0.03,0,0,0,0.03,non-performing
14315,Majesty 2: The Fantasy Kingdom Sim,X360,2007,Simulation,Unknown,0.03,0,0,0,0.03,non-performing
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14317,BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14318,PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0,0,0,0.03,non-performing
14319,Toriko: Ultimate Survival,3DS,2013,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,0,0,0.03,0,0.03,non-performing
14321,Vegas Casino,DS,2007,Misc,Neko Entertainment,0.03,0,0,0,0.03,non-performing
14322,Monster High: New Ghoul in School,Wii,2015,Action,Little Orbit,0,0.03,0,0,0.03,non-performing
14323,Madou Monogatari,SAT,1998,Role-Playing,Compile,0,0,0.03,0,0.03,non-performing
14324,Biker Mice From Mars,DS,2007,Racing,Game Factory,0.03,0,0,0,0.03,non-performing
14325,Smart Girl's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.03,0,0,0,0.03,non-performing
14326,Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0,0,0.03,non-performing
14327,Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03,non-performing
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,D3Publisher,0,0,0.03,0,0.03,non-performing
14329,Chicken Shoot 2,GBA,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0,0,0.03,non-performing
14331,East India Company Collection,PC,2010,Misc,Paradox Interactive,0,0.03,0,0,0.03,non-performing
14332,Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,0.03,0,0,0.03,non-performing
14333,The Inner World,PC,2013,Adventure,Headup Games,0,0.03,0,0,0.03,non-performing
14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,0,0,0.03,0,0.03,non-performing
14335,Underground Pool,DS,2007,Sports,UFO Interactive,0.03,0,0,0,0.03,non-performing
14336,Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14337,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,non-performing
14339,Dragon's Dogma Online,PS3,2015,Role-Playing,Capcom,0,0,0.03,0,0.03,non-performing
14340,Rampo,SAT,1995,Adventure,Sega,0,0,0.03,0,0.03,non-performing
14341,River City Super Sports Challenge,DS,2010,Sports,Arc System Works,0.01,0,0.02,0,0.03,non-performing
14342,My Pet Shop (JP sales),DS,2008,Simulation,Square Enix,0,0,0.03,0,0.03,non-performing
14343,Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,0.03,0,0.03,non-performing
14344,Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami Digital Entertainment,0.01,0,0.02,0,0.03,non-performing
14345,Dodge Racing: Charger vs Challenger,DS,2009,Racing,Zushi Games,0.03,0,0,0,0.03,non-performing
14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14348,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03,non-performing
14349,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0,0,0.03,0,0.03,non-performing
14350,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03,non-performing
14351,Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0,0,0.03,0,0.03,non-performing
14352,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03,non-performing
14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015,Action,Kaga Create,0,0,0.03,0,0.03,non-performing
14354,Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0,0,0.03,non-performing
14355,LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0,0.03,0,0,0.03,non-performing
14356,Montessori Music,DS,2008,Misc,Oxygen Interactive,0.01,0.02,0,0,0.03,non-performing
14357,Totally Spies!,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03,non-performing
14358,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03,non-performing
14359,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0,0,0.03,0,0.03,non-performing
14360,Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0,0,0.03,0,0.03,non-performing
14361,Gal Gun: Double Peace,PSV,2015,Action,PQube,0,0.02,0.01,0,0.03,non-performing
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14363,RoadKill,GC,2003,Action,Midway Games,0.02,0.01,0,0,0.03,non-performing
14364,The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0,0,0,0.03,non-performing
14365,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03,non-performing
14366,Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0,0,0.03,0,0.03,non-performing
14367,F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0,0,0.03,non-performing
14368,Pocket Fighter,SAT,1998,Fighting,Capcom,0,0,0.03,0,0.03,non-performing
14370,Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14371,Ojyousama Express,SAT,1998,Strategy,Media Works,0,0,0.03,0,0.03,non-performing
14372,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0,0,0.03,non-performing
14373,Starsky & Hutch,GBA,2003,Racing,Empire Interactive,0.02,0.01,0,0,0.03,non-performing
14374,Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0,0.02,0,0.01,0.03,non-performing
14375,Sitting Ducks,GBA,2003,Platform,LSP Games,0.02,0.01,0,0,0.03,non-performing
14376,Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03,non-performing
14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14378,Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03,non-performing
14380,Fullmetal Alchemist: Brotherhood,PSP,2007,Action,Unknown,0,0,0.03,0,0.03,non-performing
14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03,non-performing
14382,Medabots 9: Metabee / Rokusho,3DS,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03,non-performing
14383,Doodle Hex,DS,2008,Puzzle,Pinnacle,0,0.03,0,0,0.03,non-performing
14385,Hakuoki Zuisouroku Omokage Hana,PSV,2015,Action,Idea Factory,0,0,0.03,0,0.03,non-performing
14386,Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0,0.03,0,0,0.03,non-performing
14387,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03,non-performing
14388,Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0,0,0.03,0,0.03,non-performing
