Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total sales,Performance
14004,Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0,0.04,non-performing
14005,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,non-performing
14007,12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0,0,0.04,0,0.04,non-performing
14008,Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,0.02,0.01,0,0.01,0.04,non-performing
14010,Beatdown: Fists of Vengeance,XB,2005,Action,Capcom,0.03,0.01,0,0,0.04,non-performing
14011,Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04,non-performing
14012,Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0,0,0.04,non-performing
14013,World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01,0.04,non-performing
14014,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,0.04,0,0.04,non-performing
14015,Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,non-performing
14016,San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0,0,0.04,0,0.04,non-performing
14017,Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04,non-performing
14019,Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,0.04,0,0.04,non-performing
14020,World in Conflict,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,non-performing
14021,World Championship Pool 2004,XB,2003,Sports,Jaleco,0.03,0.01,0,0,0.04,non-performing
14022,Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0,0,0.04,0,0.04,non-performing
14023,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01,0.04,non-performing
14024,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,non-performing
14026,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,non-performing
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,non-performing
14029,Ailu de Puzzle,PSP,2012,Action,Capcom,0,0,0.04,0,0.04,non-performing
14030,World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14033,Stadium Games,GBA,2003,Sports,Ignition Entertainment,0.03,0.01,0,0,0.04,non-performing
14034,RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.03,0.01,0,0,0.04,non-performing
14036,J-League Pro Striker 2,GEN,1994,Sports,Sega,0,0,0.04,0,0.04,non-performing
14037,Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04,non-performing
14038,Caesar III,PC,1998,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,non-performing
14039,Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0,0,0.04,0,0.04,non-performing
14040,Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0,0,0.04,0,0.04,non-performing
14041,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,0.04,non-performing
14042,Espgaluda II Black Label,X360,2010,Shooter,Cave,0,0,0.04,0,0.04,non-performing
14045,Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0,0,0.04,non-performing
14047,Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,non-performing
14049,Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,0.03,0,0.01,0.04,non-performing
14051,Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0,0.03,0,0.01,0.04,non-performing
14053,Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.04,non-performing
14055,Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04,non-performing
14056,DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14057,Half-Minute Hero 2,PSP,2007,Role-Playing,Rising Star Games,0,0,0.04,0,0.04,non-performing
14059,Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,non-performing
14061,Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0,0,0.04,0,0.04,non-performing
14064,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0,0,0.04,0,0.04,non-performing
14065,Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0,0.03,0,0.01,0.04,non-performing
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0,0,0.04,0,0.04,non-performing
14068,The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0,0,0.04,non-performing
14069,Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0,0,0.04,non-performing
14072,"My World, My Way (US sales)",DS,2008,Role-Playing,Global A Entertainment,0.04,0,0,0,0.04,non-performing
14073,Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0,0.01,0.04,non-performing
14075,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.02,0.01,0,0.01,0.04,non-performing
14078,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,0.04,non-performing
14079,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0.01,0.04,non-performing
14081,Black Stone: Magic & Steel,XB,2003,Role-Playing,THQ,0.03,0.01,0,0,0.04,non-performing
14082,MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.03,0,0,0.01,0.04,non-performing
14084,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.04,non-performing
14085,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14086,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0,0.03,0,0.01,0.04,non-performing
14087,Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0,0,0.04,0,0.04,non-performing
14088,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,0.04,non-performing
14089,Housekeeping,DS,2007,Action,N/A,0,0,0.04,0,0.04,non-performing
14091,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0,0.03,0,0.01,0.04,non-performing
14093,Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,Prototype,0,0,0.04,0,0.04,non-performing
14094,Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.01,0.02,0,0.01,0.04,non-performing
14095,Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0,0,0.04,0,0.04,non-performing
14096,Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,non-performing
14098,Detective Conan: Prelude from the Past,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,non-performing
14099,Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,non-performing
14107,Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0,0,0.04,non-performing
14112,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,0.04,non-performing
14114,Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.03,0,0.01,0.04,non-performing
14115,MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.01,0,0,0.04,non-performing
14118,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0,0,0.04,non-performing
14125,Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0.01,0.04,non-performing
14127,Championship Manager Season 01/02,PC,2001,Sports,Eidos Interactive,0,0.03,0,0.01,0.04,non-performing
14134,The Void,PC,2008,Adventure,Mamba Games,0,0.03,0,0.01,0.04,non-performing
14135,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0,0,0.04,non-performing
14140,Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0,0,0.01,0.04,non-performing
14148,Prey,PC,2006,Shooter,Take-Two Interactive,0,0.03,0,0.01,0.04,non-performing
14151,Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.01,0,0,0.04,non-performing
14161,Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0,0.03,0,0.01,0.04,non-performing
14164,Zoo Tycoon,PC,2001,Strategy,Microsoft Game Studios,0,0.03,0,0.01,0.04,non-performing
14166,SX Superstar,GC,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,non-performing
14172,Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0,0,0.04,non-performing
14181,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0,0,0.04,non-performing
14185,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0.01,0.04,non-performing
14187,Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,0.01,0.02,0,0.01,0.04,non-performing
14195,Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0,0,0.04,non-performing
14207,Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,0.03,0,0.01,0.04,non-performing
14208,The Italian Job,GC,2003,Racing,Eidos Interactive,0.03,0.01,0,0,0.04,non-performing
14214,RACE On,PC,2009,Racing,bitComposer Games,0,0.03,0,0.01,0.04,non-performing
14217,Overlord II,PC,2009,Action,Codemasters,0,0.03,0,0.01,0.04,non-performing
14222,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14226,The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0,0,0.04,non-performing
14236,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01,0.04,non-performing
14238,The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0,0.03,0,0.01,0.04,non-performing
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009,Adventure,GSP,0,0.03,0,0.01,0.04,non-performing
14264,SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,0,0.03,0,0.01,0.04,non-performing
14267,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0.01,0.04,non-performing
14268,Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0,0.03,0,0.01,0.04,non-performing
14270,Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0,0.01,0.04,non-performing
14274,Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,0.03,0.01,0,0,0.04,non-performing
14281,Disney Sports Soccer,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.04,non-performing
14284,Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0,0.03,0,0.01,0.04,non-performing
14286,The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0,0.03,0,0.01,0.04,non-performing
14288,Disney's Hide & Sneak,GC,2003,Action,Capcom,0.03,0.01,0,0,0.04,non-performing
14302,Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0,0.01,0.04,non-performing
14304,Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.04,non-performing
14330,Neverwinter Nights,PC,2002,Role-Playing,Atari,0,0.03,0,0.01,0.04,non-performing
14338,Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,0.04,non-performing
14369,Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14384,Homeworld 2,PC,2003,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,non-performing
14391,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14410,Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0,0.03,0,0.01,0.04,non-performing
14416,Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,0.03,0,0.01,0.04,non-performing
13648,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.03,non-performing
13655,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.03,non-performing
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.03,non-performing
13690,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,0.03,non-performing
13701,Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,0.03,non-performing
13715,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,0.03,non-performing
13738,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.03,non-performing
13751,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.03,non-performing
13787,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.03,non-performing
13795,Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.03,non-performing
13800,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.03,non-performing
13813,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.03,non-performing
13817,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0,0,0.03,non-performing
13818,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.03,non-performing
13823,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0,0.03,0,0,0.03,non-performing
13826,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.03,non-performing
13829,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.03,non-performing
13841,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.03,non-performing
13845,Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.03,non-performing
13846,PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,0.03,non-performing
13848,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
13849,Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0,0,0.03,non-performing
13853,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0,0.03,non-performing
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0,0,0.03,non-performing
13859,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,0.03,non-performing
13861,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0,0,0.03,non-performing
13868,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0,0,0.03,non-performing
13873,Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0,0,0,0.03,non-performing
13880,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.03,non-performing
13885,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0.02,0,0.01,0.03,non-performing
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.03,non-performing
13891,Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.03,non-performing
13892,100 Classic Games,DS,2011,Misc,Rondomedia,0,0.03,0,0,0.03,non-performing
13898,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0,0,0.03,non-performing
13901,Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.03,non-performing
13902,Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
13908,Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0,0,0.03,non-performing
13909,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,0.03,non-performing
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,0.03,non-performing
13914,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.03,non-performing
13917,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.02,0.01,0,0,0.03,non-performing
13920,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.03,non-performing
13921,Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
13926,Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.03,non-performing
13935,Zoo Hospital,DS,2007,Simulation,Eidos Interactive,0.03,0,0,0,0.03,non-performing
13937,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.03,0,0,0,0.03,non-performing
13941,Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,0.03,non-performing
13943,Real Soccer 2008,DS,2007,Sports,Ubisoft,0.03,0,0,0,0.03,non-performing
13944,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,0.03,non-performing
13945,Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.03,non-performing
13946,DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0,0,0,0.03,non-performing
13947,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.03,non-performing
13951,DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,0.03,non-performing
13952,Resident Evil 6,XOne,2016,Shooter,Capcom,0.03,0,0,0,0.03,non-performing
13953,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.03,non-performing
13956,Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0,0.03,0,0,0.03,non-performing
13958,Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0,0,0.03,non-performing
13959,GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0,0,0,0.03,non-performing
13961,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
13964,World of Tanks,X360,2007,Shooter,N/A,0,0.03,0,0,0.03,non-performing
13966,Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,0.03,non-performing
13970,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,0.03,non-performing
13975,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.03,non-performing
13977,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0,0,0.03,non-performing
13985,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,0.03,non-performing
13991,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,0.03,non-performing
13992,The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0,0.03,0,0,0.03,non-performing
13994,Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0,0,0.03,non-performing
13996,Destiny: The Collection,XOne,2016,Shooter,Activision,0.01,0.02,0,0,0.03,non-performing
13997,Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0,0,0.03,non-performing
13998,Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0,0.03,non-performing
14000,Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0,0,0.03,non-performing
14003,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0,0.03,non-performing
14006,Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0,0,0.03,non-performing
14009,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0,0,0,0.03,non-performing
14018,Challenge Me: Word Puzzles,DS,2011,Puzzle,O-Games,0.03,0,0,0,0.03,non-performing
14025,SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,0.02,0.01,0,0,0.03,non-performing
14028,Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.02,0.01,0,0,0.03,non-performing
14031,True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,0,0.03,non-performing
14032,Jane's Hotel,DS,2010,Simulation,Unknown,0.03,0,0,0,0.03,non-performing
14035,Power Play Pool,DS,2006,Sports,System 3 Arcade Software,0.03,0,0,0,0.03,non-performing
14043,The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0,0,0.03,non-performing
14044,Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0,0,0,0.03,non-performing
14046,Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0,0.03,0,0,0.03,non-performing
14048,Swords,Wii,2007,Fighting,Unknown,0.03,0,0,0,0.03,non-performing
14050,Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0.02,0.01,0,0,0.03,non-performing
14052,Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0.03,0,0,0,0.03,non-performing
14054,Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0,0,0.03,non-performing
14058,Clockwork Empires,PC,2007,Strategy,Unknown,0,0.03,0,0,0.03,non-performing
14060,Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.03,non-performing
14062,Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.03,0,0,0,0.03,non-performing
14063,Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,0.03,0,0,0,0.03,non-performing
14067,Mahjong 300,DS,2011,Puzzle,Avanquest,0,0.03,0,0,0.03,non-performing
14070,Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0,0.03,0,0,0.03,non-performing
14071,Astrology DS,DS,2009,Misc,Deep Silver,0.03,0,0,0,0.03,non-performing
14074,Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0,0.03,non-performing
14076,Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0,0.03,0,0,0.03,non-performing
14077,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0,0,0,0.03,non-performing
14080,NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,0.03,non-performing
14083,Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,0.03,0,0,0,0.03,non-performing
14090,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0,0,0.03,non-performing
14092,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.03,non-performing
14097,Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0,0.03,0,0,0.03,non-performing
14100,Major League Baseball 2K8,PSP,2007,Sports,Unknown,0.03,0,0,0,0.03,non-performing
14101,FabStyle,3DS,2011,Strategy,Tecmo Koei,0,0,0.03,0,0.03,non-performing
14102,Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Kando Games,0.02,0.01,0,0,0.03,non-performing
14103,Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,0,0.03,0,0,0.03,non-performing
14104,Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0,0,0.03,0,0.03,non-performing
14105,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0,0,0.03,non-performing
14106,Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.03,0,0,0.03,non-performing
14108,Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0,0,0.03,0,0.03,non-performing
14109,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03,non-performing
14110,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0,0,0.03,0,0.03,non-performing
14111,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0,0,0.03,0,0.03,non-performing
14113,Travel Coach: Europe 1,DS,2008,Misc,HMH Interactive,0,0.03,0,0,0.03,non-performing
14116,XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0,0.03,non-performing
14117,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14119,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.03,0,0.03,non-performing
14120,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,0.03,0,0.03,non-performing
14121,Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0,0,0.03,non-performing
14122,Radiant Silvergun,SAT,1998,Shooter,ESP,0,0,0.03,0,0.03,non-performing
14123,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,0.03,non-performing
14124,Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.02,0.01,0,0,0.03,non-performing
14126,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,0.03,0,0.03,non-performing
14128,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,non-performing
14129,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03,non-performing
14130,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,Hudson Soft,0,0,0.03,0,0.03,non-performing
14131,Zatch Bell! Electric Arena,GBA,2003,Fighting,Banpresto,0.02,0.01,0,0,0.03,non-performing
14132,Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03,non-performing
14133,NHRA Drag Racing: Countdown to the Championship,PSP,2007,Racing,THQ,0.03,0,0,0,0.03,non-performing
14136,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0,0,0.03,0,0.03,non-performing
14137,Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03,non-performing
14138,Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0,0,0.03,non-performing
14139,Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03,non-performing
14141,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0,0,0.03,non-performing
14142,Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,0,0.03,0,0,0.03,non-performing
14143,Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Sting,0,0,0.03,0,0.03,non-performing
